Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
"1196171|CP007459.1 Listeria monocytogenes serotype 4b str. 02-1103, complete genome",4048752,135487,2979105,34.19,36.43,93.84,274.52,5898627.9,3659836.88,1e-26,186820,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Listeriaceae,,
"1196160|CP007526.1 Listeria monocytogenes serotype 4b str. 81-0592, complete genome",5271774,135318,2975864,24.68,26.25,94.05,381.01,6904004.4799999995,4879363.55,1e-26,186820,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Listeriaceae,,
"562|CP022167.1 Escherichia coli strain M160133 plasmid pM160133_p3, complete sequence",763176,5160,113428,26.58,28.37,93.7,352.48,657882.4,747832.34,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"287|CP017293.1 Pseudomonas aeruginosa strain PA83, complete genome",9822650,309770,6816227,33.03,35.03,94.29,285.48,15881808.91,8931220.28,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"1613|MF429400.1 Lactobacillus fermentum strain CAU5998 16S ribosomal RNA gene, partial sequence",2200,63,1397,87.62,94.49,92.73,105.83,2905.76,2016.44,1e-26,33958,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
"178876|CP022322.1 Cryptococcus neoformans var. grubii chromosome 2, complete sequence",6114992,73732,1621676,95.53,98.17,97.31,101.86,7913778.88,5897308.91,1e-26,5206,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,
"178876|CP022323.1 Cryptococcus neoformans var. grubii chromosome 3, complete sequence",8283378,71588,1574972,93.46,95.16,98.22,105.09,10820057.64,8071066.3,1e-26,5206,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,
"178876|CP022326.1 Cryptococcus neoformans var. grubii chromosome 6, complete sequence",5475850,64680,1422463,96.72,99.35,97.35,100.65,7197662.779999999,5284830.08,1e-26,5206,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,
"178876|CP022327.1 Cryptococcus neoformans var. grubii chromosome 7, complete sequence",3180476,63641,1399209,57.91,59.5,97.33,168.07,4113674.46,2994544.47,1e-26,5206,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,
"178876|CP022328.1 Cryptococcus neoformans var. grubii chromosome 8, complete sequence",5052142,63602,1398693,92.6,95.37,97.1,104.86,6545883.239999999,4864496.74,1e-26,5206,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,
"178876|CP022329.1 Cryptococcus neoformans var. grubii chromosome 9, complete sequence",8475862,53943,1186813,95.42,96.17,99.23,103.99,10930547.73,8315395.64,1e-26,5207,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus neoformans
"178876|CP022332.1 Cryptococcus neoformans var. grubii chromosome 12, complete sequence",5946772,35194,774060,96.63,97.25,99.37,102.83,7794784.2,5842016.56,1e-26,5207,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus neoformans
"562|LT906474.1 Escherichia coli strain NCTC122 genome assembly, chromosome: 1",10237796,210217,4625968,42.83,44.76,95.67,223.39,12120036.16,9624061.69,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
1351|CP022712.1 Enterococcus faecalis strain KB1 genome,11614314,137464,3025555,24.02,25.37,94.68,394.13,15551352.7,11208353.82,1e-26,81852,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,,
"1613|CP016803.1 Lactobacillus fermentum strain SK152, complete genome",38948558,94719,2092273,72.58,75.22,96.5,132.94,54210793.43,38665318.88,1e-26,2742598,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,
562|CP017061.1 Escherichia coli strain NIVEDI C53 chromosome,5159842,212446,4671898,30.58,32.87,93.04,304.22,6166905.36,4556107.58,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|CP023371.1 Escherichia coli strain 1283 chromosome, complete genome",2752410,212749,4677088,27.48,29.28,93.83,341.52,3133648.96,2175220.38,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"1613|MF951094.1 Lactobacillus fermentum strain MH2 16S ribosomal RNA gene, partial sequence",1364,40,889,70.98,75.25,94.32,132.88,1742.44,1247.3,1e-26,33958,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
"1409|MG016458.1 Bacillus sp. strain STA1_6 16S ribosomal RNA gene, partial sequence",1220,64,1423,84.61,90.72,93.26,110.22,1921.0500000000002,1038.8,1e-26,186817,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Bacillaceae,,
"2048777|CP024239.1 Escherichia coli O15:H11 strain 90-9272 chromosome, complete genome",6744840,223076,4906680,37.76,39.92,94.59,250.51,8586690.0,6104177.25,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|CP024256.1 Escherichia coli strain ATCC 43886 chromosome, complete genome",4208314,223513,4914654,28.7,30.55,93.97,327.38,4668921.3,3582864.05,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
1446701|CP024264.1 Escherichia coli O169:H41 strain F6326-C1 plasmid unnamed1,90288,3278,72060,19.51,21.69,89.97,461.12,105207.59999999999,80910.94,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"153152|LC317967.1 Uncultured Lactobacillus sp. gene for 16S ribosomal RNA, partial sequence, clone: D10",742,63,1398,71.03,78.11,90.93,128.02,1803.42,571.25,1e-26,33958,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
562|CP024661.1 Escherichia coli strain 90-9269 chromosome,8229800,216362,4759941,28.9,30.57,94.53,327.08,10138674.33,7602881.23,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|CP024830.1 Escherichia coli strain CREC-532 chromosome, complete genome",3110154,220058,4837992,27.16,29.07,93.42,344.0,3531734.1599999997,2508143.76,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|CP024855.1 Escherichia coli strain AR_0011, complete genome",2759232,220922,4856773,29.72,31.62,94.0,316.28,3399741.0999999996,2161972.34,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"1639|CP023321.1 Listeria monocytogenes strain CIIMS L2 chromosome, complete genome",913375738,117822,2941368,99.32,99.55,99.77,100.45,1207990423.92,913022330.54,1e-26,1639,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes
"562|CP025048.1 Escherichia coli strain SC516 chromosome, complete genome",3028684,217987,4792402,24.58,26.26,93.6,380.74,3833921.6,2433266.77,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"287|CP025053.1 Pseudomonas aeruginosa strain PB354 chromosome, complete genome",10310250,292396,6434352,38.09,40.22,94.71,248.62,17115376.32,9465315.49,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"565651|CP022488.1 Enterococcus faecalis ARO1/DG chromosome, complete genome",6487236,123558,2717680,21.25,22.33,95.18,447.91,9022697.6,6125797.16,1e-26,81852,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,,
"1978467|CP025229.1 Pseudomonas sp. AK6U chromosome, complete genome",4068996,314247,6909530,24.26,26.08,93.02,383.5,5665814.6,3216369.85,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"77133|MF554642.1 uncultured bacterium clone AA-105 plasmid pTIC, complete sequence",1247434,5145,113109,60.57,63.87,94.84,156.57,1730567.7000000002,1232080.77,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"287|LT969520.1 Pseudomonas aeruginosa isolate RW109 genome assembly, chromosome: Main_chromosome",6883512,320488,7049347,28.58,30.49,93.72,327.95,9728098.86,5979076.83,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"77133|LC353237.1 Uncultured bacterium 161AA01001 gene for 16S rRNA, partial sequence",326,25,550,80.36,84.91,94.65,117.77,467.5,258.06,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"1613|MG722749.1 Lactobacillus fermentum strain ABC 4 16S ribosomal RNA gene, partial sequence",1052,57,1264,54.67,59.65,91.64,167.64,948.0,891.38,1e-26,33958,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
"1280|CP020713.1 Staphylococcus aureus strain K17 chromosome, complete genome",68369980,123086,2729453,91.71,93.38,98.22,107.09,77188930.84,68001604.2,1e-26,1279,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,
"1280|CP020714.1 Staphylococcus aureus strain K18 chromosome, complete genome",4840802,124231,2731897,23.87,24.91,95.84,401.47,5026690.48,4480539.89,1e-26,90964,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,,
1613|CP025592.1 Lactobacillus fermentum strain LfQi6 chromosome,31371374,95096,2098510,64.53,66.97,96.36,149.31,48769372.4,31087233.79,1e-26,2742598,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,
"562|CP025747.1 Escherichia coli strain ML35 chromosome, complete genome",101331124,220852,4918774,73.31,74.85,97.94,133.59,121051028.14,100670488.73,1e-26,561,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,
"4932|CP022973.1 Saccharomyces cerevisiae strain CEN.PK113-7D chromosome VIII, complete sequence",658458,26211,576084,46.49,49.99,92.99,200.05,674018.2799999999,583838.09,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"4932|CP022975.1 Saccharomyces cerevisiae strain CEN.PK113-7D chromosome X, complete sequence",871450,34862,766242,28.47,30.36,93.77,329.38,789229.26,772227.19,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"4932|CP022977.1 Saccharomyces cerevisiae strain CEN.PK113-7D chromosome XII, complete sequence",5084350,49673,1092391,23.33,24.54,95.07,407.51,7428258.8,4937250.49,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
